id,split,diagnostic_type,diagnostic_subtype,source_mode
syn_ne_ab_cd_mul_plus1_len3_0016,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len3_0017,eval_holdout,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len3_0018,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len3_0019,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len3_0020,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len3_0021,eval_holdout,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len3_0022,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len3_0023,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len3_0024,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len3_0025,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len3_0026,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len3_0027,grpo_holdout,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len3_0028,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len3_0029,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len3_0030,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len3_0031,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len3_0032,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0001,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0002,grpo_holdout,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0003,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0004,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0005,grpo_holdout,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0006,grpo_holdout,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0007,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0008,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0009,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0010,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0011,grpo_holdout,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0012,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0013,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0014,eval_holdout,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0015,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0016,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0017,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0018,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0019,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0020,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0021,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0022,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0023,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0024,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0025,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0026,eval_holdout,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0027,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0028,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0029,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0030,eval_holdout,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0031,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_mul_plus1_len4_0032,sft_train,numeric_equation,ab_cd_multiplication_ab_cd_mul_plus1,synthetic
syn_ne_ab_cd_sub_abs_len1_0001,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_abs_len1_0002,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_abs_len1_0003,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_abs_len1_0004,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_abs_len1_0005,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_abs_len1_0006,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_abs_len1_0007,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_abs_len1_0008,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_abs_len1_0009,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_abs_len1_0010,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_abs_len1_0011,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_abs_len1_0012,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_abs_len1_0013,eval_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0001,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0002,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0003,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0004,eval_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0005,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0006,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0007,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0008,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0009,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0010,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0011,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0012,eval_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0013,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0014,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0015,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0016,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0017,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0018,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0019,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_xminusy_len1_0020,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_yminusx_len1_0001,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_yminusx_len1_0002,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_yminusx_len1_0003,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_yminusx_len1_0004,eval_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_yminusx_len1_0005,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_yminusx_len1_0006,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_yminusx_len1_0007,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_yminusx_len1_0008,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_yminusx_len1_0009,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_yminusx_len1_0010,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_yminusx_len1_0011,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_yminusx_len1_0012,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len1,synthetic
syn_ne_ab_cd_sub_abs_len2_0001,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0002,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0003,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0004,eval_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0005,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0006,eval_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0007,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0008,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0009,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0010,eval_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0011,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0012,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0013,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0014,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0015,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0016,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0017,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0018,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0019,eval_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0020,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0021,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0022,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0023,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0024,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0025,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_len2_0026,eval_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_minmax_len2_0001,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_minmax_len2_0002,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_minmax_len2_0003,eval_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_minmax_len2_0004,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_minmax_len2_0005,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_minmax_len2_0006,eval_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_minmax_len2_0007,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_minmax_len2_0008,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0001,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0002,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0003,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0004,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0005,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0006,eval_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0007,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0008,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0009,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0010,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0011,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0012,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0013,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0014,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0015,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0016,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0017,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0018,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0019,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0020,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0021,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0022,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0023,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0024,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0025,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0026,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0027,eval_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0028,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0029,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0030,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0031,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0032,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0033,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0034,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0035,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0036,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0037,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0038,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0039,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0040,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_xminusy_len2_0041,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_yminusx_len2_0001,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_yminusx_len2_0002,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_yminusx_len2_0003,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_yminusx_len2_0004,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_yminusx_len2_0005,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_yminusx_len2_0006,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_yminusx_len2_0007,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_yminusx_len2_0008,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_yminusx_len2_0009,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_yminusx_len2_0010,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_yminusx_len2_0011,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_len2,synthetic
syn_ne_ab_cd_sub_abs_mix_0001,eval_holdout,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_abs_mix_0002,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_abs_mix_0003,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_abs_mix_0004,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_abs_mix_0005,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_abs_mix_0006,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_abs_mix_0007,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_abs_mix_0008,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_abs_mix_0009,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_abs_mix_0010,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_abs_mix_0011,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_abs_mix_0012,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_abs_mix_0013,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_minmax_mix_0001,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_minmax_mix_0002,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_minmax_mix_0003,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_minmax_mix_0004,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_minmax_mix_0005,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_minmax_mix_0006,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_minmax_mix_0007,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0001,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0002,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0003,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0004,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0005,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0006,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0007,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0008,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0009,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0010,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0011,eval_holdout,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0012,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0013,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0014,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0015,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0016,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0017,eval_holdout,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0018,grpo_holdout,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
syn_ne_ab_cd_sub_xminusy_mix_0019,sft_train,numeric_equation,ab_cd_subtraction_ab_cd_mix,synthetic
